,Actual size,Exposure,Maintenance fees,Possession,Age of building,Outdoor space,Price/sqm,Locker,Heating type:,Parking type:,Property type:,Area:,Ensuite laundry:,Parking:,Corp #:,Size:,Show all,Bed,Bath,Parking,price,Broker,MLS Number,address,amenities,included_in_maintenance_fees
0,828,NE,$822.83 ,Immediate,9 years old,Open Balcony,"$9,727 ",Exclusive,Forced Air,NA,Condo Apt,Yonge and Bloor,Yes,No,TSCC-2208,74-84 sqm, details,1+1,2,0,"$749,000 ","TRADEWORLD REALTY INC, BROKERAGE",C5421939,1904 - 35 Balmuto St,"Concierge, FibreStream Internet, Guest Suites, Media Room, Meeting Room, Parking Garage, Party Room, Pet Restriction","Heat, Water, Air Conditioning, Common Element, Building Insurance, Parking"
0,1042,E,$818.00 ,Tbd,43 years old,Open Balcony,"$5,143 ",None,Forced Air,Underground,Condo Apt,Weston,Yes,Yes,YCC-381,93-111 sqm, details,2,1,1,"$498,888 ","KELLER WILLIAMS REFERRED URBAN REALTY, BROKERAGE",W5421976,504 - 2130 Weston Rd,"BBQ Permitted, Bike Storage, Car Wash, Gym, Security System, Visitor Parking, Pets, Parking Garage","Water, Cable TV, Air Conditioning, Common Element, Building Insurance, Parking"
0,709,N,$622.65 ,Tba/Immed,36 years old,None,"$7,574 ",Ensuite,Heat Pump,Underground,Condo Apt,King West,No,Yes,MTCC-674,74-84 sqm, details,1+1,1,NA,"$499,900 ","CENTURY 21 PERCY FULTON LTD., BROKERAGE",C5423631,912 - 705 King St W,"Concierge, Indoor Pool, Media Room, Outdoor Pool, Squash Court, Visitor Parking, Public Transit, Parking Garage","Water, Common Element, Building Insurance"
0,940,W,$637.19 ,30/45 Days,8 years old,Terrace,"$11,481 ",Owned,Forced Air,Underground,Condo Apt,Liberty Village,Yes,Yes,TSCC-2296,84-93 sqm, details,2,2,NA,"$998,888 ","HOMELIFE CLASSIC REALTY INC., BROKERAGE",C5421102,108 - 5 Hanna Ave,"BBQ Permitted, Business Centre (WiFi), Gym, Party Room, Security Guard, Visitor Parking, Beanfield Fibre Available, Concierge","Heat, Water, Air Conditioning, Common Element, Building Insurance"
0,700-799,W,$420.92 ,30/Flexible,31-50 years old,Open Balcony,"$5,743 - $6,538",None,Forced Air,Detached Garage,Condo Apt,Maple Leaf,Yes,Yes,MTCC-990,65-74 sqm, details,1,1,NA,"$425,000 ","KELLER WILLIAMS ADVANTAGE REALTY, BROKERAGE",W5421149,406 - 2615 Keele St,"BBQ Permitted, Visitor Parking",Water
0,868,N,$734.16 ,Immed/Tba,33 years old,None,"$7,395 ",Exclusive,Baseboard,Underground,Condo Apt,St. Lawrence,Yes,Yes,MTCC-782,74-84 sqm, details,2+1,1,NA,"$599,000 ","BOSLEY REAL ESTATE LTD., BROKERAGE",C5421396,311 - 65 Scadding Ave,"Concierge, Gym, Indoor Pool, Party Room, Sauna, Visitor Parking, Pets, Public Transit","Water, Common Element, Building Insurance, Parking"
0,1608,SW,"$1,420.06 ",60/90 Days,-,Open Balcony,"$15,101 ",Owned,Forced Air,Underground,Condo Apt,Distillery District,Yes,2,TSCC-2299,149-167 sqm, details,2+1,3,2,"$2,250,000 ","URBAN LANDMARK REALTY INC, BROKERAGE",C5422313,2507 - 70 Distillery Lane,"Concierge, Guest Suites, Gym, Outdoor Pool, Party Room, Rooftop Deck","Heat, Water"
0,782,SW,$528.75 ,Imm,6 years old,Open Balcony,"$9,575 ",Owned,Forced Air,Underground,Condo Apt,King West,Yes,No,TSCC-2419,65-74 sqm, details,2+1,2,NA,"$699,000 ","REAL ONE REALTY INC., BROKERAGE",C5421420,1210 - 295 Adelaide St W,"Concierge, Gym, Indoor Pool, Party Room, Rooftop Deck, Visitor Parking, Public Transit, Jacuzzi","Heat, Water, Air Conditioning, Common Element, Building Insurance"
0,1500,NE,"$1,201.00 ",Flexible,19 years old,Open Balcony,"$6,827 ",Owned,Forced Air,Underground,Comm Element Condo,Willowdale East,Yes,Yes,TSCC-1446,149-167 sqm, details,3+1,3,1,"$949,000 ","CENTURY 21 ATRIA REALTY INC., BROKERAGE",C5421296,605 - 880 Grandview Way,"Gym, Indoor Pool, Party Room, Rec Room, Security Guard, Visitor Parking, Public Transit, Meeting Room","Heat, Water, Hydro, Air Conditioning, Common Element, Building Insurance, Parking"
0,1036,S,$713.70 ,2021-11-03 0:00,4 years old,Open Balcony,"$11,656 ",Owned,Forced Air,Underground,Condo Apt,Queen West,Yes,Yes,TSCC-2560,93-111 sqm, details,3+1,2,1,"$1,119,000 ","REAL ESTATE HOMEWARD, BROKERAGE",C5421460,3212 - 125 Peter St,"Concierge, Gym, Media Room, Rooftop Deck, Visitor Parking, BBQ Permitted, Beanfield Fibre Available, Guest Suites","Heat, Water, Air Conditioning, Building Insurance, Common Element"
0,763,N,$640.03 ,30-60 Days,49 years old,Open Balcony,"$7,028 ",Ensuite,Radiant,Underground,Condo Apt,Parkwoods-Donalda,Yes,Yes,YCC-50,74-84 sqm, details,2,1,NA,"$499,000 ","HOMELIFE/VISION REALTY INC., BROKERAGE",C5422086,1704 - 1360 York Mills Rd,"Bike Storage, Gym, Outdoor Pool, Party Room, Security System, Visitor Parking, Parking Garage, Pet Restriction","Heat, Water, Common Element, Building Insurance, Parking"
0,964,NE,$656.00 ,Immediate,6 years old,Open Balcony,"$9,320 ",Owned,Forced Air,Underground,Condo Apt,Mimico,Yes,Yes,TSCC-2490,84-93 sqm, details,2+1,2,1,"$838,800 ","CENTURY 21 PERCY FULTON LTD., BROKERAGE",W5421363,615 - 2212 Lake Shore Blvd W,"Concierge, Gym, Indoor Pool, Party Room, Security Guard, Visitor Parking, BBQ Permitted, Business Centre (WiFi)","Heat, Water, Common Element, Building Insurance, Parking, Air Conditioning"
0,800-899,SE,$643.70 ,Tba,New,Open Balcony,"$11,762 - $13,351",None,Fan Coil,Underground,Condo Apt,Fort York,Yes,Yes,TSCC-2872,74-84 sqm, details,3,2,NA,"$988,000 ","RE/MAX ALL-STARS THE PB TEAM REALTY, BROKERAGE",C5420915,545 - 38 Iannuzzi St,"Concierge, Gym, Media Room, Party Room, Sauna, Visitor Parking, BBQ Permitted, Bike Storage","Heat, Water, Common Element, Building Insurance"
0,615,S,$532.11 ,30 Days Tba,17 years old,Open Balcony,"$11,402 ",Owned,Forced Air,Underground,Condo Apt,St. Lawrence,Yes,Yes,TSCC-1625,56-65 sqm, details,1,1,NA,"$649,900 ","RE/MAX HALLMARK REALTY LTD., BROKERAGE",C5421494,203 - 255 Richmond St E,"Gym, Rec Room, Security Guard, Security System, Concierge, Guest Suites, Media Room, Party Room","Heat, Water, Hydro, Air Conditioning, Common Element, Building Insurance"
0,943,SE,"$1,274.38 ",Immediate,28 years old,Juliet Balcony,"$9,648 ",Owned,Forced Air,Underground,Condo Apt,Yonge-St. Clair,Yes,Yes,MTCC-1065,84-93 sqm, details,2,2,1,"$849,000 ","ROYAL LEPAGE REAL ESTATE SERVICES LTD., BROKERAGE",C5420147,602 - 97 Lawton Blvd,"Rec Room, Rooftop Deck, Security System, Visitor Parking, Pets, Party Room, Meeting Room, Parking Garage","Heat, Water, Hydro, Common Element, Building Insurance, Parking"
0,1000-1199,S,$770.29 ,Flexible/Imm,0 years old,Open Balcony,"$10,360 - $12,366",Owned,Forced Air,Underground,Condo Apt,King West,Yes,Yes,TSCC-2824,93-111 sqm, details,3,2,1,"$1,150,000 ","QUEENSWAY REAL ESTATE BROKERAGE INC., BROKERAGE",C5420929,3202 - 115 Blue Jays Way,"Concierge, Gym, Indoor Pool, Party Room, Rec Room, Visitor Parking, Rooftop Deck, Guest Suites","Heat, Water, Common Element, Building Insurance"
0,1385,SW,"$1,002.36 ",30 Days/Tba,19 years old,Terrace,"$10,814 ",Ensuite,Forced Air,Underground,Condo Townhouse,Mimico,Yes,Yes,TSCC-1454,167-186 sqm, details,3,2,1,"$1,395,000 ","SUTTON GROUP OLD MILL REALTY INC., BROKERAGE",W5421652,TH7 - 2067 Lake Shore Blvd W,"BBQ Permitted, Gym, Indoor Pool, Party Room, Visitor Parking, Concierge, Public Transit, Elevator","Water, Air Conditioning, Common Element, Heat, Building Insurance, Parking"
0,750,NE,$611.90 ,Immed,19 years old,Open Balcony,"$9,570 ",None,Forced Air,Underground,Condo Apt,CityPlace,Yes,Yes,TSCC-1438,65-74 sqm, details,1+1,1,NA,"$669,900 ","RIGHT AT HOME REALTY INC., BROKERAGE",C5421504,610 - 361 Front St W,"Concierge, Gym, Indoor Pool, Sauna, Visitor Parking, Beanfield Fibre Available, Parking Garage, Pet Restriction","Heat, Water, Hydro, Air Conditioning, Common Element, Building Insurance, Parking"
0,1135,SE,"$1,046.07 ",30/Tba,17 years old,Open Balcony,"$10,943 ",Owned,Forced Air,Underground,Condo Apt,The Beaches,Yes,Yes,TSCC-1626,93-111 sqm, details,2,2,NA,"$1,149,000 ","ROYAL LEPAGE ESTATE REALTY, BROKERAGE",E5420213,309 - 9 Boardwalk Dr,"BBQ Permitted, Concierge, Games Room, Gym, Party Room, Visitor Parking, Pets, Public Transit","Heat, Water, Air Conditioning, Common Element, Building Insurance"
0,660,SW,$526.01 ,Tba,3 years old,Open Balcony,"$9,820 ",Owned,Forced Air,Underground,Condo Apt,Mimico,Yes,Yes,TSCC-2671,56-65 sqm, details,1+1,1,NA,"$599,000 ","RE/MAX REALTRON REALTY INC., BROKERAGE",W5421933,421 - 10 Park Lawn Rd,"Concierge, Gym, Outdoor Pool, Party Room, Rooftop Deck, Visitor Parking, Pets, Business Centre (WiFi)","Heat, Water, Air Conditioning, Common Element, Building Insurance, Parking"
0,748,NW,$613.94 ,30 - 60 Tba,0 years old,Open Balcony,"$10,143 ",Owned,Forced Air,Underground,Condo Apt,York University Heights,Yes,2,TSCC-2694,65-74 sqm, details,2,2,2,"$699,900 ","ENGEL & VOLKERS TORONTO CENTRAL, BROKERAGE",W5421473,304 - 10 De Boers Dr,"Bike Storage, Concierge, Gym, Party Room, Rooftop Deck, Visitor Parking, BBQ Permitted, Elevator","Common Element, Building Insurance, Water"
0,613,E,$403.39 ,Flexible,1 years old,Enclosed Balcony,"$10,316 ",Owned,Forced Air,Underground,Condo Apt,Flemingdon Park,Yes,No,TSCC-2818,56-65 sqm, details,1+1,2,0,"$588,000 ","REALTY 7 LTD., BROKERAGE",C5420862,505 - 6 Sonic Way,"Concierge, Games Room, Gym, Meeting Room, Party Room, Visitor Parking","Heat, Common Element, Building Insurance, Water"
0,931,NW,$699.36 ,Immt,17 years old,Open Balcony,"$9,395 ",Owned,Forced Air,Underground,Condo Apt,Willowdale East,Yes,Yes,TSCC-1600,84-93 sqm, details,2,2,1,"$808,000 ","BAY STREET GROUP INC., BROKERAGE",C5421516,1027 - 80 Harrison Garden Blvd,"Concierge, Gym, Games Room, Guest Suites, Indoor Pool, Public Transit, Party Room, Meeting Room","Heat, Water, Air Conditioning, Common Element, Building Insurance, Parking"
0,769,SE,$632.55 ,Tba,9 years old,Open Balcony,"$11,254 ",Owned,Forced Air,Underground,Condo Apt,Mimico,Yes,Yes,TSCC-2274,65-74 sqm, details,2,2,NA,"$799,000 ","MODERN SOLUTION REALTY INC., BROKERAGE",W5420612,1707 - 2230 Lake Shore Blvd W,"Concierge, Games Room, Guest Suites, Gym, Indoor Pool, Media Room, Party Room, Visitor Parking","Heat, Water, Air Conditioning, Common Element, Parking, Building Insurance"
0,712,E,$593.06 ,Flexible,3 years old,Terrace,"$12,106 ",Owned,Fan Coil,Underground,Comm Element Condo,Trinity Bellwoods,Yes,Yes,TSCC-2636,65-74 sqm, details,2,1,NA,"$799,000 ","EXP REALTY, BROKERAGE",C5421935,216 - 109 Ossington Ave,"BBQ Permitted, Bike Storage, Party Room, Security Guard, Security System, Visitor Parking, Concierge, Meeting Room","Heat, Water, Common Element, Building Insurance"
0,1200-1399,E,$866.02 ,Immediate,30 years old,Open Balcony,"$6,769 - $7,928",None,Forced Air,Underground,Condo Apt,Alexandra Park,Yes,Yes,MTCC-952,111-130 sqm, details,3+3,2,1,"$880,000 ","TRUSTWELL REALTY INC., BROKERAGE",C5421037,502 - 99 Cameron St,"Concierge, Security Guard, Parking Garage, Pet Restriction, Security System, Rec Room","Heat, Water, Air Conditioning, Common Element, Hydro, Building Insurance, Parking"
0,903,W,$619.08 ,30/60/Tba,10 years old,Open Balcony,"$7,476 ",Owned,Forced Air,Underground,Condo Apt,Bendale,Yes,Yes,TSCC-2190,93-111 sqm, details,2,2,NA,"$628,000 ","FIRST CLASS REALTY INC., BROKERAGE",E5419810,LPH3506 - 25 Town Centre Crt,"Rooftop Deck, Concierge, Party Room, Visitor Parking, Guest Suites, Meeting Room, Parking Garage, Pet Restriction","Heat, Water, Air Conditioning, Common Element, Building Insurance, Parking"
0,410,E,$377.08 ,60-90/Tba,6 years old,Open Balcony,"$12,366 ",Owned,Forced Air,Underground,Condo Apt,Banbury | Don Mills,Yes,Yes,TSCC-2441,0-46 sqm, details,Studio,1,NA,"$469,900 ","HOME CHOICE REALTY INC., BROKERAGE",C5422350,605 - 75 The Donway Way W,"Concierge, Gym, Guest Suites, Party Room, Rooftop Deck, Visitor Parking, Public Transit, BBQ Permitted","Heat, Water, Air Conditioning, Common Element, Building Insurance, Parking"
0,584,E,$505.05 ,Immediate,5 years old,Terrace,"$9,257 ",Owned,Forced Air,NA,Condo Apt,Corktown,Yes,No,TSCC-2549,56-65 sqm, details,1,1,NA,"$499,900 ","IPRO REALTY LTD, BROKERAGE",C5421300,S105 - 455 Front St E,"Concierge, Gym, Games Room, Guest Suites, Party Room, Beanfield Fibre Available, Bike Storage, Meeting Room","Heat, Water, Cable TV, Air Conditioning, Common Element, Building Insurance, Parking, Internet"
0,980,W,$831.32 ,Asap/Tba,46 years old,Open Balcony,"$6,099 ",None,Water,Underground,Condo Apt,Parkwoods-Donalda,Yes,Yes,YCC-217,74-84 sqm, details,2,1,NA,"$555,000 ","ROYAL LEPAGE CONNECT REALTY, BROKERAGE",C5420564,504 - 1338 York Mills Rd,"Parking Garage, Pet Restriction, Sauna, Security Guard, Security System, Outdoor Pool, Gym, Meeting Room","Heat, Water, Hydro, Cable TV, Common Element, Building Insurance, Parking"
0,494,S,$420.86 ,30-60 Days/Tba,5 years old,Terrace,"$11,935 ",Owned,Heat Pump,Underground,Condo Apt,Corktown,Yes,No,TSCC-2548,46-56 sqm, details,1,1,NA,"$549,000 ","CHESTNUT PARK REAL ESTATE LIMITED, BROKERAGE",C5421750,S805 - 120 Bayview Ave,"Concierge, Games Room, Guest Suites, Gym, Outdoor Pool, Rooftop Deck, Public Transit, Party Room","Heat, Water, Cable TV, Air Conditioning, Common Element, Building Insurance"
0,721,S,$428.25 ,2021-12-17 0:00,7 years old,Open Balcony,"$11,418 ",Owned,Forced Air,Underground,Condo Apt,Liberty Village,No,Yes,TSCC-2350,65-74 sqm, details,1+1,2,1,"$765,000 ","COLDWELL BANKER THE REAL ESTATE CENTRE, BROKERAGE",C5421010,1609 - 125 Western Battery Rd,"Concierge, Gym, Media Room, Party Room, Rooftop Deck, Visitor Parking, Beanfield Fibre Available, Bike Storage","Heat, Water, Air Conditioning, Common Element, Building Insurance, Parking"
0,468,W,$424.15 ,Immediate,9 years old,Open Balcony,"$11,605 ",Owned,Forced Air,Underground,Condo Apt,Bayview Village,Yes,Yes,TSCC-2231,0-46 sqm, details,1,1,NA,"$499,000 ","CONDOWONG REAL ESTATE INC., BROKERAGE",C5421500,2206 - 33 Singer Crt,"Concierge, Gym, Indoor Pool, Party Room, Visitor Parking, Guest Suites, Meeting Room, Parking Garage","Heat, Water, Air Conditioning, Common Element, Building Insurance"
0,358,E,$237.11 ,60/90 Tba,8 years old,Open Balcony,"$13,633 ",Owned,Forced Air,Underground,Condo Apt,King West,Yes,Yes,TSCC-2320,0-46 sqm, details,Studio,1,1,"$449,900 ","HOMELIFE LANDMARK REALTY INC., BROKERAGE",C5422422,228 - 78 Tecumseth St,"BBQ Permitted, Concierge, Gym, Party Room, Security System, Visitor Parking, Beanfield Fibre Available, Elevator","Heat, Air Conditioning, Common Element, Building Insurance, Water"
0,635,SE,$538.00 ,Tba,2 years old,Terrace,"$10,930 ",Owned,Forced Air,Underground,Condo Apt,Yorkdale | Glen Park,Yes,Yes,TSCC-2724,56-65 sqm, details,2,2,1,"$644,888 ","RE/MAX PREMIER INC., BROKERAGE",W5421372,1121 - 160 Flemington Rd,"Concierge, Gym, Party Room, Visitor Parking, Bike Storage, Guest Suites, Meeting Room, Rec Room","Heat, Water"
0,848,S,$608.12 ,Flexible,17 years old,None,"$6,443 ",Owned,Forced Air,Underground,Condo Apt,Woburn,Yes,Yes,TSCC-1622,74-84 sqm, details,2,2,NA,"$509,000 ","KELLER WILLIAMS PORTFOLIO REALTY, BROKERAGE",E5422818,2709 - 36 Lee Centre Dr,"Concierge, Gym, Indoor Pool, Rec Room, Sauna, Security Guard, Public Transit, Parking Garage","Heat, Water, Hydro, Air Conditioning, Common Element, Building Insurance"
0,908,S,$645.06 ,Tbd,5 years old,Open Balcony,"$7,440 ",Owned,Forced Air,Underground,Condo Apt,Wexford-Maryvale,Yes,Yes,TSCC-2504,84-93 sqm, details,2,2,1,"$625,000 ","RIGHT AT HOME REALTY INC., BROKERAGE",E5421092,201 - 1328 Birchmount Rd,"Concierge, Guest Suites, Gym, Indoor Pool, Party Room, Visitor Parking, Rooftop Deck, Jacuzzi","Air Conditioning, Common Element, Heat, Building Insurance, Parking"
0,848,NW,$664.10 ,30/60,3 years old,Terrace,"$8,848 ",Owned,Forced Air,Underground,Condo Apt,Dovercourt-Wallace Emerson-Junction,Yes,No,TSCC-2644,74-84 sqm, details,1+1,1,NA,"$699,000 ","ROYAL LEPAGE SIGNATURE REALTY, BROKERAGE",W5421115,PH305 - 243 Perth Ave,"BBQ Permitted, Bike Storage, Gym, Security System, Party Room, Visitor Parking","Heat, Common Element, Building Insurance"
0,545,E,$305.72 ,Imm,2 years old,Terrace,"$9,804 ",None,Forced Air,Underground,Condo Apt,King West,Yes,No,TSCC-2758,46-56 sqm, details,1,1,NA,"$499,999 ","CONDOMAN REALTY INC., BROKERAGE",C5421478,420 - 27 Bathurst St,"Bike Storage, Concierge, Gym, Outdoor Pool, Rec Room, Visitor Parking, BBQ Permitted, Coin Laundry","Heat, Building Insurance, Common Element"
0,583,S,$453.50 ,Immediately,0 years old,Open Balcony,"$12,037 ",None,Forced Air,Underground,Condo Apt,Fort York,Yes,Yes,TSCC-2872,46-56 sqm, details,1+1,1,1,"$650,000 ","HOMELIFE NEW WORLD REALTY INC., BROKERAGE",C5421110,515 - 38 Iannuzzi St,"BBQ Permitted, Bike Storage, Business Centre (WiFi), Concierge, Guest Suites, Gym, Jacuzzi, Media Room","Heat, Water, Common Element, Building Insurance"
0,800-899,E,$738.94 ,30/60/90/Tba,49 years old,Open Balcony,"$4,750 - $5,392",None,Baseboard,Underground,Condo Apt,Yorkdale | Glen Park,Yes,Yes,YCC-46,74-84 sqm, details,3,1,1,"$399,000 ","HOME CHOICE REALTY INC., BROKERAGE",W5422477,905 - 100 Lotherton Ptwy,"Indoor Pool, Party Room, Sauna, Security System, Tennis Court, Visitor Parking, Parking Garage, Pet Restriction","Heat, Water, Hydro, Common Element, Building Insurance, Parking"
0,1031,W,$427.98 ,60-90 Days,13 years old,Open Balcony,"$6,250 ",Owned,Forced Air,Underground,Comm Element Condo,Weston,Yes,Yes,TSCC-1930,84-93 sqm, details,2,2,NA,"$599,999 ","MODERN SOLUTION REALTY INC., BROKERAGE",W5422421,21 - 9 Pine Street St,"Gym, Games Room, Media Room, Party Room, Visitor Parking, Pets, BBQ Permitted, Meeting Room","Common Element, Building Insurance, Parking"
0,500-599,SW,$498.08 ,Tbd,0-5 years old,Open Balcony,"$13,570 - $16,520",Owned,Heat Pump,Underground,Condo Apt,Mimico,Yes,Yes,TSCC-2745,46-56 sqm, details,1+1,1,NA,"$759,900 ","KROLL REAL ESTATE LTD., BROKERAGE",W5421366,2621 - 30 Shore Breeze Dr,"Concierge, Games Room, Gym, Indoor Pool, Party Room, Rooftop Deck, Jacuzzi, Media Room","Heat, Common Element, Building Insurance, Air Conditioning"
0,1200-1399,W,$268.62 ,45-60 Days Tba,9 years old,Open Balcony,"$8,268 - $9,684",None,Forced Air,Garage,Condo Townhouse,East End-Danforth,Yes,Yes,TSCC-2269,111-130 sqm, details,3,3,NA,"$1,074,900 ","IPRO REALTY LTD., BROKERAGE",E5421925,13 Brockville St,BBQ Permitted,"Common Element, Building Insurance, Parking, Water"
0,495,N,$314.77 ,30-60 Days,5 years old,Open Balcony,"$10,650 ",None,Fan Coil,NA,Condo Apt,Clanton Park,Yes,No,TSCC-2505,46-56 sqm, details,1,1,NA,"$489,900 ","RE/MAX PRIME PROPERTIES, BROKERAGE",C5421181,315W - 565 Wilson Ave,"Concierge, Party Room, Visitor Parking, BBQ Permitted, Media Room, Pet Restriction, Rec Room, Sauna","Heat, Water, Air Conditioning, Common Element, Building Insurance"
0,750,NW,$611.90 ,60 Days Tba,19 years old,Terrace,"$8,999 ",None,Forced Air,Underground,Condo Apt,CityPlace,Yes,Yes,TSCC-1438,65-74 sqm, details,1+1,1,NA,"$629,900 ","RE/MAX HALLMARK BIBBY GROUP REALTY, BROKERAGE",C5422233,1510 - 361 Front St W,"Concierge, Visitor Parking, Beanfield Fibre Available, Parking Garage, Pet Restriction, Public Transit, Sauna, Security Guard","Heat, Water, Hydro, Air Conditioning, Common Element, Building Insurance, Parking"
0,625,E,$435.88 ,Jan 3 Or Later,8 years old,Open Balcony,"$9,914 ",None,Forced Air,Underground,Condo Apt,South Parkdale,Yes,No,TSCC-2302,56-65 sqm, details,1,2,0,"$575,000 ","ROYAL LEPAGE SIGNATURE REALTY, BROKERAGE",C5421140,403 - 38 Joe Shuster Way,"Concierge, Guest Suites, Gym, Indoor Pool, Party Room, Pets, Rooftop Deck, Visitor Parking","Heat, Water, Air Conditioning, Common Element, Building Insurance, Parking"
0,557,N,$491.85 ,Tba,14 years old,Open Balcony,"$11,135 ",Exclusive,Forced Air,Underground,Condo Apt,Mount Pleasant West,Yes,Yes,TSCC-1860,46-56 sqm, details,1,1,NA,"$579,000 ","LIVING REALTY INC., BROKERAGE",C5423668,814 - 319 Merton St,"Car Wash, Concierge, Gym, Guest Suites, Indoor Pool, Party Room, Visitor Parking, Meeting Room","Heat, Water, Air Conditioning, Common Element, Building Insurance"
0,500-599,E,$345.00 ,Tba,0 years old,Open Balcony,"$11,196 - $13,630",None,Forced Air,Underground,Condo Apt,King West,Yes,No,TSCC-2824,46-56 sqm, details,1,1,0,"$627,000 ","ROYAL HOMES AND CONDOS REALTY, BROKERAGE",C5421613,3001 - 115 Blue Jays Way,"Concierge, Gym, Indoor Pool, Party Room, Rec Room, Rooftop Deck, Guest Suites, Media Room","Water, Common Element, Building Insurance"
0,953,S,$907.90 ,60/Tba/Flex,47 years old,Open Balcony,"$5,346 ",Exclusive,Forced Air,Underground,Condo Apt,L'Amoreaux,Yes,Yes,YCC-162,84-93 sqm, details,2,2,1,"$475,800 ","CENTURY 21 PERCY FULTON LTD., BROKERAGE",E5418940,803 - 2721 Victoria Park Ave,"Gym, Outdoor Pool, Security System, Visitor Parking, Meeting Room, Parking Garage, Pet Restriction, Sauna","Heat, Water, Hydro, Cable TV, Air Conditioning, Common Element, Building Insurance, Parking"
0,538,N,$608.16 ,Immediate,4 years old,Open Balcony,"$14,500 ",Owned,Forced Air,NA,Condo Apt,Yorkville,Yes,No,TSCC-2598,46-56 sqm, details,1,1,NA,"$725,000 ","CENTRAL CAPITAL REALTY INC., BROKERAGE",C5422114,1409 - 200 Bloor St W,"Concierge, Gym, Rec Room, Visitor Parking, Party Room, Outdoor Patio, BBQ Permitted, Games Room","Heat, Water, Common Element, Building Insurance, Air Conditioning"
0,449,N,$300.00 ,Immediate/Tba,0 years old,Open Balcony,"$14,283 ",None,Forced Air,Underground,Condo Apt,The Waterfront,Yes,No,TSCC-2848,0-46 sqm, details,1,1,0,"$599,900 ","CENTURY 21 KING`S QUAY REAL ESTATE INC., BROKERAGE",C5419412,2105 - 19 Bathurst St,"Concierge, Gym, Guest Suites, Indoor Pool, Rooftop Deck, Media Room, Outdoor Patio, Sauna","Heat, Water, Common Element, Building Insurance"
